Point Number;X cooridnate;Y coordinate;Z coordinate
5038;545;29;-570
5039;-822;-561;703
5040;-401;-669;-765
5041;180;664;18
5042;645;272;-412
5043;-397;-724;-487
5044;-405;-251;592
5045;465;616;-576
5046;-513;368;-156
5047;-127;-811;680
5048;576;578;-260
5049;382;-381;541
5050;-111;-708;477
5051;-509;-139;-291
5052;611;244;-88
5053;-117;-113;293
5054;607;305;78
5055;-606;747;-349
5056;347;-270;-321
5057;73;-342;-335
5058;114;-153;-327
5059;-356;-638;-657
5060;-309;-126;-583
5061;-178;-710;505
5062;-32;166;576
5063;450;-432;444
5064;374;355;-208
5065;-301;510;-777
5066;-103;742;225
5067;7;-432;180
5068;-95;383;-707
5069;77;-258;221
5070;759;804;-305
5071;-543;-204;907
5072;515;238;-381
5073;-183;-259;-4
5074;763;508;-380
5075;-385;-131;668
5076;648;585;-618
5077;326;39;553
5078;-638;-812;929
5079;-775;-856;530
5080;-395;-215;909
5081;145;178;502
5082;-543;625;-312
5083;-169;-39;-690
5084;235;301;461
5085;-78;747;-615
5086;-457;564;-124
5087;122;784;361
5088;707;-479;-716
5089;597;338;68
5090;678;-348;611
5091;565;678;-285
5092;560;839;657
5093;-782;123;-149
5094;295;563;267
5095;259;246;393
5096;-631;-148;-94
5097;647;671;-406
5098;1;148;620
5099;-695;-22;-323
5100;-471;620;-369
5101;692;863;-565
5102;60;802;-15
5103;-167;-443;422
5104;224;-423;-266
5105;-782;-761;-39
5106;139;-239;-324
5107;-341;-495;482
5108;-496;-761;-682
5109;585;186;-802
5110;470;-526;-668
5111;-7;748;-686
5112;-210;375;-568
5113;590;366;-188
5114;-302;152;-450
5115;-124;493;-791
5116;-330;641;-163
5117;476;133;-152
5118;-537;-639;-607
5119;-468;-586;-780
5120;-449;679;-174
5121;760;861;-406
5122;-819;21;-146
5123;-499;-304;662
5124;787;-21;-508
5125;-536;-126;10
5126;-86;-21;-452
5127;-659;-518;833
5128;-181;-766;555
5129;98;131;421
5130;-384;-53;682
5131;-442;517;6
5132;-487;-153;640
5133;-313;-553;-623
5134;370;796;743
5135;494;192;-633
5136;-544;63;778
5137;402;-655;524
5138;-84;538;-609
5139;-430;-385;669
5140;-230;516;-621
5141;-349;564;-597
5142;-574;-355;782
5143;717;-547;-395
5144;266;719;101
5145;-471;7;-158
5146;204;-364;-487
5147;-49;-629;515
5148;-853;-701;615
5149;-578;-890;760
5150;752;714;-241
5151;-302;-61;-673
5152;133;-212;-419
5153;649;-39;-581
5154;-378;-249;802
5155;-359;-583;-845
5156;-534;-647;-838
5157;506;353;-272
5158;56;-313;-294
5159;-58;-744;726
5160;-298;-155;145
5161;565;-351;-640
5162;-630;387;-243
5163;521;33;-384
5164;103;-345;-260
5165;-116;681;-664
5166;-546;363;472
5167;-387;615;-14
5168;-657;-770;627
5169;19;86;649
5170;-219;-164;40
5171;-431;425;-63
5172;139;575;303
5173;293;80;815
5174;-316;-534;-520
5175;-573;-668;-246
5176;229;-381;-421
5177;143;-354;-575
5178;34;564;360
5179;-35;-729;587
5180;-93;513;-543
5181;-285;-54;-755
5182;601;519;-304
5183;-678;574;614
5184;-377;635;-576
5185;456;-297;690
5186;826;788;-393
5187;5;229;708
5188;-204;-667;501
5189;597;851;-620
5190;238;163;-130
5191;143;40;457
5192;373;-487;332
5193;-263;797;-619
5194;-332;704;-333
5195;-207;-377;3
5196;9;815;173
5197;804;777;-553
5198;-267;-681;778
5199;-268;-92;684
5200;-580;-495;-779
5201;-729;580;-166
5202;-604;-291;-249
5203;-528;-96;903
5204;-849;-717;924
5205;-599;52;689
5206;-479;678;-363
5207;-550;-195;615
5208;-59;502;-727
5209;97;-257;212
5210;539;-474;539
5211;-357;394;-251
5212;762;159;-492
5213;676;801;750
5214;704;-708;-512
5215;-185;-426;239
5216;621;-593;570
5217;-899;-564;799
5218;-195;-645;663
5219;-651;-568;761
5220;204;559;177
5221;91;47;762
5222;617;103;-336
5223;912;-443;-656
5224;533;653;540
5225;713;668;626
5226;742;-18;-633
5227;747;-23;-532
5228;590;700;-510
5229;-757;-745;-269
5230;506;-494;-477
5231;-645;-781;-83
5232;629;524;746
5233;-119;-150;-17
5234;-865;500;362
5235;-242;-94;243
5236;900;-533;-628
5237;398;36;664
5238;-257;790;-609
5239;-635;556;697
5240;266;398;-38
5241;-332;719;-316
5242;602;823;-392
5243;-306;-240;690
5244;-528;407;-170
5245;-496;-709;-825
5246;-118;-96;70
5247;497;680;-387
5248;85;664;341
5249;-419;-824;-642
5250;-798;-146;-78
5251;-774;646;489
5252;-687;572;624
5253;350;70;691
5254;-96;708;-665
5255;71;498;169
5256;-438;-767;-622
5257;707;-709;-658
5258;-273;-672;-662
5259;-434;587;-194
5260;-181;667;-585
5261;657;-712;-626
5262;-414;426;-365
5263;-102;-181;-557
5264;-194;-467;683
5265;16;813;12
5266;-145;-420;364
5267;-238;541;-761
5268;-190;-182;101
5269;-194;-482;66
5270;660;-358;548
5271;-304;28;736
5272;-661;631;540
5273;-554;-726;1
5274;-516;-276;654
5275;-524;494;-272
5276;-491;666;-169
5277;-652;-770;569
5278;-136;-478;458
5279;-935;-715;812
5280;-714;-119;-180
5281;-302;559;-223
5282;-765;479;603
5283;-352;-262;237
5284;742;-282;-664
5285;168;-37;658
5286;-471;593;457
5287;17;102;591
5288;646;-366;424
5289;413;362;-142
5290;240;-363;-304
5291;248;538;126
5292;404;-332;700
5293;-18;132;-463
5294;646;-327;682
5295;-612;-521;-181
5296;684;-62;-637
5297;-675;125;-181
5298;-559;-482;-256
5299;-931;-847;802
5300;-316;-99;-678
5301;-630;-562;-28
5302;668;-463;498
5303;-8;474;-810
5304;32;-437;-532
5305;-17;-473;664
5306;-512;544;-279
5307;662;-431;409
5308;-205;-172;286
5309;-333;60;-591
5310;-696;-809;-17
5311;-115;-25;199
5312;123;793;127
5313;-565;305;573
5314;135;711;334
5315;-964;-720;688
5316;-702;-217;-75
5317;789;602;674
5318;-640;-611;791
5319;247;255;394
5320;446;796;869
5321;-168;-587;734
5322;0;-177;18
5323;14;648;-10
5324;-664;453;721
5325;-579;-784;-549
5326;438;495;-73
5327;-408;648;-172
5328;-542;-852;-118
5329;483;573;-515
5330;497;833;-363
5331;217;-504;-523
5332;-211;-12;-472
5333;-196;524;-595
5334;-588;-65;588
5335;-172;186;-454
5336;-14;645;393
5337;626;-391;-787
5338;761;864;-445
5339;-616;-158;-79
5340;-657;-677;-645
5341;-372;-230;637
5342;184;-528;-304
5343;-482;-560;-571
5344;803;-367;-576
5345;-23;-270;97
5346;-812;-512;671
5347;321;47;534
5348;341;-259;-605
5349;-590;-557;808
5350;505;214;-373
5351;-794;-255;-51
5352;707;835;776
5353;457;227;-132
5354;-68;733;-519
5355;36;155;-631
5356;299;474;-108
5357;-459;-44;843
5358;-167;-13;-661
5359;-157;707;-777
5360;-302;-396;286
5361;-775;-478;-27
5362;-115;125;-717
5363;-498;-613;-754
5364;171;-283;-573
5365;-646;656;626
5366;236;242;-19
5367;-289;-584;398
5368;540;279;82
5369;683;658;713
5370;-342;-712;554
5371;-292;-126;272
5372;41;604;214
5373;-611;537;-361
5374;-340;37;754
5375;601;-418;662
5376;-122;46;-464
5377;-111;-85;-516
5378;-643;517;292
5379;-199;133;-390
5380;95;-380;-362
5381;456;-314;637
5382;513;152;-184
5383;337;280;130
5384;166;2;632
5385;-297;-762;-697
5386;2;-207;-410
5387;-201;-204;-608
5388;550;796;799
5389;-272;-118;106
5390;87;857;69
5391;488;719;727
5392;-787;-651;-8
5393;-618;503;-210
5394;40;91;-453
5395;-515;-394;-632
5396;378;716;631
5397;569;571;796
5398;130;665;31
5399;801;-676;-670
5400;346;170;-12
5401;661;-585;591
5402;-594;502;-342
5403;811;835;-517
5404;-535;-125;58
5405;-347;465;-66
5406;-427;-152;510
5407;351;286;498
5408;-538;-176;-217
5409;610;634;-448
5410;748;-360;-499
5411;49;-246;164
5412;470;-54;-463
5413;-306;-103;265
5414;-468;-18;713
5415;-347;-565;-749
5416;566;423;-207
5417;-229;-65;102
5418;-610;-663;687
5419;421;-330;431
5420;-700;-916;759
5421;-196;-753;571
5422;-194;-561;811
5423;-786;-504;797
5424;748;-360;-736
5425;-483;513;-119
5426;-483;-480;-757
5427;548;139;-196
5428;-429;-581;-652
5429;426;663;765
5430;-61;-685;631
5431;690;920;631
5432;-917;-647;802
5433;91;-226;-438
5434;-638;691;-119
5435;749;530;-419
5436;711;-38;-424
5437;-270;-415;668
5438;-776;588;656
5439;-831;-917;657
5440;-479;743;-388
5441;190;227;693
5442;254;66;643
5443;746;-526;-647
5444;-624;-522;45
5445;689;-423;-406
5446;-337;-602;747
5447;-67;118;-715
5448;580;-656;506
5449;-40;677;233
5450;-281;-609;792
5451;663;-395;-578
5452;-929;-615;788
5453;-420;-621;-646
5454;652;-549;499
5455;198;-361;-613
5456;-630;291;338
5457;582;268;-646
5458;549;125;-404
5459;434;237;5
5460;-473;-70;-107
5461;514;-605;-472
5462;249;-73;484
5463;708;266;-693
5464;-766;-719;36
5465;508;815;618
5466;318;139;707
5467;-563;615;-261
5468;249;232;516
5469;-681;-585;-802
5470;621;-494;293
5471;88;-41;626
5472;550;547;790
5473;-734;354;632
5474;555;652;-649
5475;129;121;515
5476;-476;486;-165
5477;815;-476;-504
5478;645;-394;-422
5479;740;753;680
5480;-217;437;-632
5481;194;858;219
5482;-597;-25;798
5483;448;329;-227
5484;575;772;561
5485;-646;546;389
5486;-298;-493;-696
5487;-150;-385;159
5488;440;863;617
5489;3;-503;-384
5490;832;-425;-625
5491;-502;471;440
5492;-504;533;-228
5493;-557;410;-370
5494;761;614;-281
5495;173;260;390
5496;-715;98;-59
5497;-779;-71;-137
5498;185;5;567
5499;-150;754;-627
5500;621;-443;-571
5501;-233;-610;391
5502;813;756;-624
5503;747;256;-664
5504;525;388;-164
5505;529;-322;328
5506;-298;-152;183
5507;43;658;14
5508;684;-547;-638
5509;-603;475;305
5510;565;785;-422
5511;-660;-213;641
5512;-699;492;258
5513;719;223;-401
5514;295;400;-95
5515;-801;-584;812
5516;-116;-368;144
5517;-548;-707;738
5518;-296;-672;423
5519;-263;-393;201
5520;775;843;-402
5521;121;-230;-278
5522;283;-28;677
5523;800;634;-458
5524;-828;403;557
5525;242;-472;-300
5526;-369;-257;671
5527;150;77;483
5528;75;713;9
5529;732;-387;-734
5530;-368;576;-712
5531;242;264;-236
5532;179;793;192
5533;-557;-214;543
5534;127;-88;499
5535;-381;-150;560
5536;347;143;-59
5537;-471;-148;-98
5538;407;225;-202
5539;-21;858;297
5540;465;244;-29
5541;-305;-185;639
5542;48;-610;693
5543;-164;-485;139
5544;-90;-524;779
5545;553;385;-237
5546;486;657;760
5547;-36;531;-513
5548;-260;-519;407
5549;-863;431;568
5550;-78;120;-463
5551;-610;-618;763
5552;548;192;-204
5553;54;64;771
5554;-40;-789;517
5555;-697;-659;131
5556;-290;-768;642
5557;216;146;542
5558;-665;-792;-593
5559;282;322;129
5560;259;502;231
5561;524;-526;-552
5562;784;116;-549
5563;80;552;28
5564;-82;-503;385
5565;654;-648;-609
5566;-597;456;-241
5567;617;501;-398
5568;-495;-222;684
5569;-78;610;-700
5570;-228;-446;179
5571;-385;766;-228
5572;-768;-25;-1
5573;663;587;813
5574;430;160;68
5575;193;725;369
5576;-638;-767;-38
5577;223;291;13
5578;16;-471;-550
5579;-383;-613;-718
5580;500;-46;-727
5581;426;-485;356
5582;-704;554;325
5583;-815;-736;921
5584;632;779;520
5585;-653;-128;42
5586;-702;551;469
5587;490;688;-507
5588;392;-377;667
5589;-561;-656;855
5590;-26;-602;803
5591;277;-251;-657
5592;-78;550;-506
5593;584;-612;396
5594;664;-68;-467
5595;-699;-452;-164
5596;168;-186;-450
5597;-186;192;-426
5598;-516;-151;-236
5599;-285;599;-112
5600;9;-605;727
5601;-522;-75;908
5602;-201;-330;386
5603;508;-617;-648
5604;-587;438;-152
5605;-409;-564;-725
5606;432;315;-76
5607;372;151;-595
5608;619;763;-218
5609;-665;-141;-230
5610;523;-231;503
5611;-485;511;-419
5612;-442;792;-258
5613;-414;-150;552
5614;-549;560;507
5615;654;579;-314
5616;-658;-856;655
5617;417;767;612
5618;-465;23;-107
5619;-838;-655;-167
5620;-199;-452;611
5621;136;169;729
5622;-629;524;344
5623;-317;-579;619
5624;170;615;371
5625;-747;615;517
5626;-9;675;-785
5627;-52;609;-621
5628;-47;736;-613
5629;54;-267;185
5630;-659;490;-367
5631;147;-430;-544
5632;529;-457;572
5633;889;-473;-482
5634;7;-104;-506
5635;-686;-438;-191
5636;-743;-566;691
5637;281;493;-60
5638;190;181;-77
5639;-327;-592;-574
5640;623;668;490
5641;-652;-251;-120
5642;-118;718;-777
5643;209;-299;-308
5644;575;93;-725
5645;540;690;-474
5646;505;161;-125
5647;558;913;595
5648;21;83;475
5649;135;-553;-515
5650;-452;-193;931
5651;456;-298;359
5652;-477;-63;549
5653;-9;-282;-395
5654;192;-36;588
5655;-204;-46;235
5656;433;195;-605
5657;84;881;116
5658;70;304;542
5659;-371;-734;-530
5660;421;776;727
5661;-682;448;-204
5662;260;238;-182
5663;403;304;-319
5664;-622;-583;-513
5665;457;210;-461
5666;-900;-638;703
5667;51;-266;268
5668;749;679;746
5669;-528;-476;-154
5670;-623;-585;43
5671;-834;-562;-206
5672;365;-417;440
5673;164;-81;665
5674;632;280;-602
5675;539;126;-766
5676;410;82;-70
5677;-555;-499;-467
5678;-490;378;417
5679;340;164;-76
5680;50;-256;191
5681;-144;379;-574
5682;786;-453;-458
5683;-150;-407;333
5684;-616;-754;-521
5685;-283;24;676
5686;389;789;688
5687;121;268;689
5688;-722;-660;-130
5689;-81;602;-462
5690;581;453;-14
5691;-600;-157;-17
5692;15;-346;-603
5693;-479;624;-331
5694;-629;505;-334
5695;-663;-26;677
5696;362;-412;670
5697;-79;-648;693
5698;-240;-107;198
5699;686;826;687
5700;-566;101;-196
5701;-870;-569;663
5702;-594;-783;-767
5703;-139;54;-472
5704;-613;-399;-94
5705;218;158;844
5706;-35;-33;-501
5707;700;789;830
5708;3;-577;492
5709;-671;-147;-158
5710;571;178;69
5711;221;-329;-235
5712;446;456;-210
5713;-443;-649;-611
5714;472;-47;-514
5715;554;-517;-637
5716;679;766;-566
5717;65;564;95
5718;-142;188;-681
5719;-117;705;-630
5720;38;117;544
5721;-297;-583;762
5722;-606;-256;-41
5723;281;233;-227
5724;702;698;843
5725;-571;-116;-131
5726;-5;-739;720
5727;-347;-525;707
5728;-508;-298;626
5729;611;59;-499
5730;657;874;-305
5731;-146;48;-725
5732;-762;654;523
5733;697;647;-629
5734;45;18;-550
5735;148;814;305
5736;-732;30;25
5737;-225;-464;53
5738;166;1;595
5739;794;-495;-814
5740;659;923;663
5741;726;691;629
5742;454;-684;495
5743;539;-420;409
5744;186;647;161
5745;-251;-641;570
5746;763;894;-388
5747;3;-22;-657
5748;-614;-802;640
5749;-558;-714;-494
5750;389;-491;461
5751;-129;-249;334
5752;-781;79;-248
5753;517;337;-155
5754;729;-286;-606
5755;597;523;813
5756;-404;28;651
5757;669;496;792
5758;721;65;-766
5759;-816;-855;561
5760;-87;551;-655
5761;303;97;783
5762;-156;426;-851
5763;-583;-611;14
5764;563;546;816
5765;487;672;-475
5766;609;-439;-462
5767;505;-298;553
5768;553;803;-635
5769;-94;747;-639
5770;458;641;761
5771;471;825;676
5772;53;-353;-658
5773;-260;206;-486
5774;-789;-671;89
5775;-804;-649;-224
5776;-778;-909;696
5777;103;-324;-629
5778;217;-32;636
5779;-366;-675;-736
5780;-119;427;-621
5781;632;269;-125
5782;80;25;511
5783;-29;137;551
5784;679;-378;-511
5785;391;603;708
5786;298;24;675
5787;708;-315;580
5788;0;53;-684
5789;71;655;-642
5790;19;-343;-625
5791;42;-495;-388
5792;9;-507;696
5793;692;266;-590
5794;680;660;846
5795;-316;-410;237
5796;-86;-91;-685
5797;340;816;189
5798;542;628;-618
5799;-562;589;462
5800;719;733;755
5801;140;657;394
5802;573;853;-605
5803;-606;64;-180
5804;-275;-263;680
5805;779;-304;-583
5806;-282;-171;699
5807;-298;-756;718
5808;-174;-518;730
5809;-381;95;-567
5810;756;889;725
5811;-559;-209;696
5812;-168;643;-762
5813;-110;580;-590
5814;790;644;-505
5815;-454;-326;567
5816;305;702;193
5817;-352;585;-545
5818;744;-510;-796
5819;143;-201;-601
5820;-613;-1;86
5821;274;422;-148
5822;-818;-98;-180
5823;191;-38;696
5824;-121;-226;263
5825;-601;-744;-621
5826;145;335;668
5827;-365;-691;-541
5828;-833;-909;827
5829;748;695;521
5830;575;-311;-574
5831;296;-207;-503
5832;385;464;-33
5833;831;-523;-468
5834;-286;-784;605
5835;155;-131;-569
5836;528;-593;494
5837;-283;175;-690
5838;-265;-384;-4
5839;-464;6;563
5840;512;-568;417
5841;278;-234;-380
5842;293;304;46
5843;-891;-703;777
5844;639;615;-368
5845;-125;-167;330
5846;287;-6;558
5847;29;-421;-537
5848;-236;21;-757
5849;544;-378;679
5850;601;126;-702
5851;-314;464;-550
5852;-73;647;-626
5853;-645;-799;563
5854;-45;795;289
5855;350;320;594
5856;-28;-411;504
5857;-713;-254;-9
5858;-897;-731;882
5859;558;586;517
5860;-752;-570;525
5861;-463;-287;794
5862;532;335;129
5863;-593;-670;-850
5864;389;282;85
5865;-768;-910;614
5866;-714;-627;565
5867;608;601;512
5868;-448;542;501
5869;861;-624;-544
5870;735;-335;-477
5871;-655;636;466
5872;506;-600;392
5873;-377;582;-775
5874;245;-286;-558
5875;-324;197;-544
5876;17;-155;135
5877;181;-321;-327
5878;750;662;-235
5879;-149;-383;693
5880;-846;-557;586
5881;-8;-499;672
5882;570;-400;418
5883;599;-610;-423
5884;-330;-714;570
5885;347;-448;514
5886;74;75;769
5887;-272;-629;566
5888;477;191;-57
5889;575;-668;-627
5890;549;-510;602
5891;-477;-772;-534
5892;646;-496;-838
5893;-250;716;-757
5894;562;537;-324
5895;-488;713;-164
5896;-227;-509;796
5897;-273;-27;-596
5898;-790;-209;-273
5899;-521;55;-37
5900;-770;-521;-154
5901;-220;-826;629
5902;571;592;-647
5903;-180;697;-490
5904;-841;408;549
5905;325;421;-72
5906;272;-365;-582
5907;563;286;-669
5908;-382;537;-285
5909;-562;-100;613
5910;-691;473;603
5911;-619;760;-113
5912;168;-440;-461
5913;535;-515;317
5914;294;262;-76
5915;627;97;-482
5916;378;334;-281
5917;628;886;814
5918;-739;-159;83
5919;-706;-95;-304
5920;110;-379;-349
5921;110;929;185
5922;689;798;650
5923;293;77;424
5924;3;549;145
5925;-620;-482;-757
5926;-318;549;-647
5927;-87;108;-501
5928;-622;155;-171
5929;-709;511;686
5930;-197;-587;398
5931;-716;-576;-21
5932;-362;-661;497
5933;807;835;646
5934;-256;-578;-709
5935;508;-350;-532
5936;-816;341;611
5937;783;-513;-497
5938;-134;-217;289
5939;-32;-646;385
5940;-797;51;-31
5941;-152;-88;179
5942;492;13;-526
5943;-568;-746;656
5944;-355;604;-320
5945;120;4;683
5946;-256;159;-631
5947;-82;696;260
5948;473;-604;-551
5949;257;324;-20
5950;363;181;-641
5951;-347;-348;714
5952;-481;-790;-502
5953;464;880;798
5954;-123;-226;333
5955;-60;-117;163
5956;542;548;673
5957;-55;-395;-530
5958;-618;-537;-596
5959;111;-406;-459
5960;326;-231;-601
5961;-971;-643;720
5962;530;147;-133
5963;495;-281;503
5964;100;116;433
5965;805;756;-551
5966;-686;434;403
5967;386;146;-132
5968;-206;726;-624
5969;-530;-450;-98
5970;719;-27;-674
5971;-536;-93;517
5972;-116;-490;538
5973;162;108;839
5974;-368;-173;727
5975;835;-559;-682
5976;516;170;-771
5977;-715;-246;-175
5978;-91;-333;414
5979;585;704;749
5980;555;279;7
5981;-159;515;-826
5982;-572;-486;-265
5983;592;-551;-570
5984;-242;-502;543
5985;-213;-112;77
5986;550;-456;573
5987;557;-29;-576
5988;714;-419;471
5989;295;273;-66
5990;512;753;-291
5991;758;559;632
5992;335;-366;-437
5993;603;264;-498
5994;533;-381;731
5995;76;672;3
5996;418;-327;652
5997;-313;688;-150
5998;701;870;566
5999;-397;766;-107
6000;-158;764;-544
6001;-49;-369;159
6002;70;549;142
6003;395;-18;-538
6004;600;-485;692
6005;-465;526;470
6006;-145;-217;267
6007;-883;-747;564
6008;689;130;-462
6009;90;656;141
6010;556;-82;-644
6011;-198;-378;631
6012;-232;-154;828
6013;-574;-819;781
6014;480;662;-293
6015;-147;-513;531
6016;-582;-795;716
6017;466;209;-754
6018;169;252;455
6019;-479;-153;-201
6020;-30;-137;33
6021;-789;-837;690
6022;-866;-574;-135
6023;83;76;638
6024;-901;-637;733
6025;-335;582;-312
6026;163;-572;-404
6027;-236;-221;222
6028;605;211;-655
6029;130;671;103
6030;648;775;702
6031;448;338;-191
6032;308;664;55
6033;773;-560;-620
6034;-43;617;-544
6035;348;455;-158
6036;-414;654;-260
6037;-364;556;-429
6038;-589;513;-14
6039;-45;530;-869
6040;-246;-748;642
6041;-653;-749;-623
6042;-599;-252;-10
6043;643;553;-637
6044;-645;139;-133
6045;-173;-194;323
6046;-443;-685;-696
6047;-680;-648;881
6048;-139;-185;164
6049;-479;-592;-720
6050;452;-355;622
6051;-777;-215;-86
6052;486;-508;733
6053;191;159;452
6054;-106;-389;384
6055;655;201;-656
6056;113;69;418
6057;-686;-818;789
6058;-577;-309;-99
6059;179;147;757
6060;489;658;-452
6061;-256;-417;209
6062;159;476;289
6063;231;510;210
6064;425;-287;513
6065;-765;-428;-116
6066;-270;-191;773
6067;58;-389;-378
6068;797;-498;-501
6069;673;-32;-721
6070;81;75;675
6071;833;729;801
6072;-325;-537;-758
6073;332;-403;-351
6074;-195;-373;616
6075;312;-381;-305
6076;-96;-288;196
6077;381;99;-540
6078;132;543;48
6079;563;615;-463
6080;694;566;-580
6081;-683;-931;686
6082;238;444;-107
6083;476;256;-600
6084;212;-241;-372
6085;-408;-150;873
6086;-630;-294;-162
6087;701;-676;-783
6088;-292;-438;89
6089;-830;488;308
6090;245;741;163
6091;-416;-852;-706
6092;95;-160;-467
6093;-584;26;731
6094;761;591;747
6095;486;183;-473
6096;808;111;-609
6097;646;711;880
6098;-102;-58;-586
6099;-729;-747;-238
6100;-479;-68;806
6101;-571;549;-120
6102;-403;530;-185
6103;-81;-447;644
6104;-518;-720;-6
6105;565;-612;-496
6106;366;368;-244
6107;269;-343;-571
6108;-710;-665;620
6109;547;775;-391
6110;-115;164;-641
6111;-669;484;343
6112;-596;423;-108
6113;-789;-524;-160
6114;746;67;-695
6115;718;650;668
6116;484;346;-201
6117;-637;-692;-765
6118;-136;-398;519
6119;-34;-216;-474
6120;-3;139;-679
6121;-392;-65;771
6122;157;-43;644
6123;-585;559;-214
6124;652;870;-524
6125;-442;-88;717
6126;32;-489;-487
6127;165;722;387
6128;-180;114;-563
6129;818;155;-630
6130;-500;591;-254
6131;478;711;645
6132;-346;-355;282
6133;157;284;605
6134;-404;452;-139
6135;-44;721;60
6136;-683;-576;-691
6137;-81;-759;658
6138;417;-404;569
6139;-240;767;-721
6140;830;694;774
6141;428;310;-205
6142;-715;-522;-664
6143;-614;364;520
6144;474;486;-215
6145;373;-451;644
6146;741;763;-387
6147;-566;-43;619
6148;-55;474;-827
6149;-551;-355;626
6150;-528;-612;-726
6151;716;193;-757
6152;-623;-161;787
6153;-786;-462;-134
6154;456;415;-146
6155;333;285;-3
6156;590;-664;-543
6157;460;492;-216
6158;-224;-180;261
6159;-470;-805;-96
6160;52;-227;241
6161;-407;-646;-527
6162;607;-628;-457
6163;-736;-654;-45
6164;202;762;264
6165;-451;-678;-178
6166;-228;-653;693
6167;663;-297;-531
6168;-347;584;-648
6169;-29;877;220
6170;-599;-431;-192
6171;-39;475;-666
6172;-253;-437;626
6173;77;649;36
6174;721;734;724
6175;62;24;-532
6176;-11;-402;-447
6177;26;-374;303
6178;-493;-747;-118
6179;-219;586;-835
6180;-428;-107;756
6181;-749;-623;811
6182;721;-363;-629
6183;-666;-664;-764
6184;-145;-585;550
6185;281;317;626
6186;597;573;623
6187;-389;489;-146
6188;184;-285;-507
6189;702;-542;-495
6190;182;-4;549
6191;742;898;-514
6192;645;-509;-682
6193;-499;-722;-549
6194;-301;-180;638
6195;-202;674;-847
6196;-670;-719;-610
6197;572;-515;-807
6198;671;-558;-534
6199;-161;497;-795
6200;223;128;496
6201;-251;364;-707
6202;493;125;10
6203;-154;-105;-427
6204;-50;786;-729
6205;-667;-809;-77
6206;621;576;-515
6207;643;-401;516
6208;-191;619;-642
6209;667;-581;-762
6210;338;153;-225
6211;464;784;-431
6212;32;-252;-417
6213;332;54;627
6214;522;209;-252
6215;333;-40;624
6216;253;161;-147
6217;-238;-824;618
6218;-52;88;-596
6219;-407;499;-33
6220;664;665;-307
6221;642;-237;540
6222;-65;392;-741
6223;242;449;-65
6224;812;-465;-686
6225;635;923;-471
6226;-559;704;-383
6227;684;177;-351
6228;541;-508;572
6229;136;-555;-554
6230;871;-455;-511
6231;-444;-16;748
6232;248;-531;-302
6233;-85;-252;295
6234;-433;-608;-564
6235;119;564;277
6236;123;578;327
6237;-611;-700;85
6238;-642;-831;871
6239;716;639;781
6240;373;-584;501
6241;301;-357;538
6242;331;260;668
6243;849;-643;-620
6244;248;787;73
6245;-757;-474;17
6246;106;126;597
6247;760;63;-730
6248;-750;-670;-181
6249;405;-471;360
6250;-801;-106;-58
6251;-450;56;-170
6252;-651;450;641
6253;182;281;5
6254;-478;430;-234
6255;476;295;94
6256;-732;-807;-126
6257;-127;-116;93
6258;-215;-414;535
6259;-720;-769;66
6260;259;711;47
6261;-303;-702;569
6262;-435;-315;818
6263;688;-320;-498
6264;-29;-634;395
6265;-226;783;-661
6266;525;90;-745
6267;-164;-767;412
6268;857;804;-380
6269;-486;702;-71
6270;-593;142;-114
6271;462;416;-204
6272;-426;-602;-567
6273;-502;398;-309
6274;-206;508;-874
6275;558;517;-522
6276;-631;-656;-641
6277;-619;-562;-299
6278;-264;-143;-488
6279;507;134;-613
6280;573;950;736
6281;-323;462;-717
6282;391;-410;380
6283;-199;-68;-783
6284;731;754;784
6285;-24;-626;612
6286;-612;-201;549
6287;-152;-24;-761
6288;46;663;274
6289;663;186;-776
6290;-316;149;-519
6291;677;678;811
6292;12;-200;-374
6293;-508;-718;689
6294;247;863;270
6295;544;-415;-435
6296;445;99;69
6297;593;-28;-740
6298;-552;-813;-76
6299;20;-388;-594
6300;414;315;174
6301;-739;-504;751
6302;-499;691;-214
6303;-196;105;-448
6304;812;-616;-753
6305;301;261;96
6306;427;66;585
6307;516;-684;559
6308;-762;638;634
6309;259;323;-89
6310;-18;35;-774
6311;597;830;-375
6312;-27;-495;747
6313;-91;628;293
6314;218;-352;-335
6315;780;867;-596
6316;192;332;504
6317;554;110;-478
6318;-633;-604;-531
6319;-284;-532;476
6320;640;325;-562
6321;740;-549;-850
6322;308;-408;567
6323;-795;-32;-212
6324;-139;680;-561
6325;-330;621;-772
6326;788;-574;-708
6327;-585;552;-233
6328;-683;55;-112
6329;80;-260;-263
6330;486;-541;621
6331;-489;-22;628
6332;612;102;-363
6333;-691;707;510
6334;-171;-187;377
6335;449;65;-133
6336;-28;85;684
6337;-2;-91;-572
6338;229;668;276
6339;173;563;289
6340;-270;-313;-25
6341;417;-393;327
6342;-669;-660;-605
6343;-316;-649;506
6344;679;277;-634
6345;-317;493;-338
6346;705;868;583
6347;-444;646;-344
6348;-676;-614;44
6349;-241;-283;140
6350;-799;-879;591
6351;-447;-151;526
6352;521;-465;-738
6353;-781;-536;-54
6354;-135;162;-759
6355;-238;529;-650
6356;-593;-177;-311
6357;-187;785;-714
6358;-91;-291;110
6359;583;82;-707
6360;-451;74;776
